X,CH1,Start,Increment,
Sequence,Volt,-1.178000e+01,2.000000e-02
0,1.00e-01,
1,-1.00e-01,
2,1.00e-01,
3,-1.00e-01,
4,-1.00e-01,
5,1.20e-01,
6,1.00e-01,
7,-1.00e-01,
8,1.00e-01,
9,-1.00e-01,
10,1.00e-01,
11,-1.00e-01,
12,1.00e-01,
13,-1.00e-01,
14,1.00e-01,
15,-1.00e-01,
16,1.00e-01,
17,-1.00e-01,
18,1.00e-01,
19,-1.00e-01,
20,1.20e-01,
21,-1.00e-01,
22,1.00e-01,
23,-1.00e-01,
24,1.20e-01,
25,-1.00e-01,
26,1.00e-01,
27,-1.00e-01,
28,1.00e-01,
29,-1.00e-01,
30,1.00e-01,
31,-1.00e-01,
32,1.00e-01,
33,-1.00e-01,
34,-1.00e-01,
35,1.00e-01,
36,-1.00e-01,
37,1.00e-01,
38,1.00e-01,
39,-1.00e-01,
40,1.00e-01,
41,-1.00e-01,
42,1.00e-01,
43,-1.00e-01,
44,1.00e-01,
45,-1.00e-01,
46,1.00e-01,
47,-1.00e-01,
48,1.00e-01,
49,-1.00e-01,
50,-1.00e-01,
51,1.00e-01,
52,-1.00e-01,
53,1.00e-01,
54,-8.00e-02,
55,1.00e-01,
56,1.00e-01,
57,-1.00e-01,
58,1.00e-01,
59,-1.00e-01,
60,1.00e-01,
61,-8.00e-02,
62,1.00e-01,
63,-1.00e-01,
64,1.00e-01,
65,-1.00e-01,
66,1.00e-01,
67,-1.00e-01,
68,1.00e-01,
69,-1.00e-01,
70,1.00e-01,
71,-1.00e-01,
72,1.00e-01,
73,-1.00e-01,
74,1.00e-01,
75,-1.00e-01,
76,1.00e-01,
77,-1.00e-01,
78,1.00e-01,
79,-1.00e-01,
80,1.00e-01,
81,-1.00e-01,
82,1.00e-01,
83,-1.00e-01,
84,1.00e-01,
85,-1.00e-01,
86,1.00e-01,
87,-1.00e-01,
88,-1.00e-01,
89,1.00e-01,
90,-1.20e-01,
91,1.20e-01,
92,-1.00e-01,
93,1.40e-01,
94,-1.00e-01,
95,1.20e-01,
96,1.20e-01,
97,-1.20e-01,
98,-1.20e-01,
99,1.40e-01,
100,1.20e-01,
101,-1.20e-01,
102,1.20e-01,
103,-1.20e-01,
104,-1.00e-01,
105,1.20e-01,
106,1.20e-01,
107,-1.20e-01,
108,-1.20e-01,
109,1.40e-01,
110,1.20e-01,
111,-1.20e-01,
112,1.20e-01,
113,-1.20e-01,
114,1.20e-01,
115,-1.40e-01,
116,1.40e-01,
117,-1.20e-01,
118,1.20e-01,
119,-1.20e-01,
120,1.20e-01,
121,-1.20e-01,
122,-1.20e-01,
123,1.40e-01,
124,1.20e-01,
125,-1.20e-01,
126,-1.00e-01,
127,1.40e-01,
128,1.20e-01,
129,-1.20e-01,
130,-1.00e-01,
131,1.20e-01,
132,1.20e-01,
133,-1.20e-01,
134,-1.00e-01,
135,1.20e-01,
136,1.20e-01,
137,-1.20e-01,
138,1.20e-01,
139,-1.20e-01,
140,1.20e-01,
141,-1.20e-01,
142,1.20e-01,
143,-1.20e-01,
144,-1.20e-01,
145,1.20e-01,
146,1.20e-01,
147,-1.20e-01,
148,1.20e-01,
149,-1.20e-01,
150,-1.00e-01,
151,1.20e-01,
152,1.20e-01,
153,-1.20e-01,
154,1.20e-01,
155,-1.20e-01,
156,-1.00e-01,
157,1.20e-01,
158,-1.00e-01,
159,1.20e-01,
160,1.20e-01,
161,-1.20e-01,
162,1.20e-01,
163,-1.20e-01,
164,1.20e-01,
165,-1.20e-01,
166,1.20e-01,
167,-1.20e-01,
168,1.20e-01,
169,-1.20e-01,
170,1.20e-01,
171,-1.20e-01,
172,1.20e-01,
173,-1.20e-01,
174,1.20e-01,
175,-1.00e-01,
176,1.20e-01,
177,-1.20e-01,
178,-1.00e-01,
179,1.20e-01,
180,-1.00e-01,
181,1.20e-01,
182,-1.00e-01,
183,1.20e-01,
184,1.20e-01,
185,-1.20e-01,
186,1.20e-01,
187,-1.20e-01,
188,1.20e-01,
189,-1.20e-01,
190,-1.00e-01,
191,1.20e-01,
192,-1.00e-01,
193,1.20e-01,
194,-1.00e-01,
195,1.20e-01,
196,-1.00e-01,
197,1.20e-01,
198,-1.00e-01,
199,1.20e-01,
200,-1.00e-01,
201,1.20e-01,
202,-1.00e-01,
203,1.20e-01,
204,-1.00e-01,
205,1.20e-01,
206,-1.00e-01,
207,1.20e-01,
208,-1.00e-01,
209,1.20e-01,
210,1.20e-01,
211,-1.00e-01,
212,1.20e-01,
213,-1.20e-01,
214,-1.00e-01,
215,1.20e-01,
216,-1.00e-01,
217,1.20e-01,
218,1.20e-01,
219,-1.00e-01,
220,-1.00e-01,
221,1.20e-01,
222,-1.00e-01,
223,1.20e-01,
224,-1.00e-01,
225,1.20e-01,
226,1.00e-01,
227,-1.00e-01,
228,1.20e-01,
229,-1.00e-01,
230,-1.00e-01,
231,1.20e-01,
232,-1.00e-01,
233,1.20e-01,
234,1.20e-01,
235,-1.00e-01,
236,1.20e-01,
237,-1.20e-01,
238,1.20e-01,
239,-1.20e-01,
240,1.20e-01,
241,-1.20e-01,
242,-1.00e-01,
243,1.20e-01,
244,-1.00e-01,
245,1.20e-01,
246,-1.00e-01,
247,1.20e-01,
248,-1.00e-01,
249,1.20e-01,
250,1.20e-01,
251,-1.20e-01,
252,1.20e-01,
253,-1.20e-01,
254,1.20e-01,
255,-1.20e-01,
256,-1.00e-01,
